number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0002808,Active,True,4,0,10,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 928,16/3/2016 15:25,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002808,Active,True,5,0,11,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 44,16/3/2016 19:12,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002808,Active,True,5,0,12,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 859,18/3/2016 17:07,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002808,Active,True,6,0,13,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 859,18/3/2016 17:07,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002808,Resolved,True,6,0,14,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 111,18/3/2016 19:04,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 26,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002808,Closed,False,6,0,15,True,Caller 1589,Opened by  131,5/3/2016 06:58,?,?,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 26,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 24,18/3/2016 19:04,24/3/2016 18:59
INC0002810,New,True,0,0,0,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 265,5/3/2016 07:46,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,1,0,1,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 111,5/3/2016 10:36,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,1,0,2,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 277,7/3/2016 10:52,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,2,0,3,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 277,7/3/2016 10:52,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 20,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,3,0,4,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 859,7/3/2016 11:02,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,3,0,5,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 277,7/3/2016 11:11,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,4,0,6,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 277,7/3/2016 11:12,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 20,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,4,0,7,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 859,7/3/2016 11:22,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 20,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,New,True,5,0,8,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 859,7/3/2016 11:22,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,Awaiting User Info,True,5,0,9,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 789,7/3/2016 14:30,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,Resolved,True,5,0,10,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 789,9/3/2016 10:34,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002810,Closed,False,5,0,11,True,Caller 2300,Opened by  131,5/3/2016 07:32,Created by 62,5/3/2016 07:46,Updated by 908,24/3/2016 18:40,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 30,Resolver 201,True,True,Do Not Notify,?,?,?,?,code 10,Resolved by 183,9/3/2016 10:34,24/3/2016 18:40
INC0002814,New,True,0,0,0,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 265,5/3/2016 10:01,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,New,True,0,0,2,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 265,5/3/2016 10:14,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,New,True,1,0,3,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 265,5/3/2016 10:16,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,New,True,1,0,5,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 265,5/3/2016 11:57,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,New,True,1,0,7,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 265,5/3/2016 12:01,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,New,True,1,0,8,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 133,5/3/2016 12:08,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,Resolved,True,1,0,9,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 363,7/3/2016 11:17,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002814,Closed,False,1,0,10,True,Caller 5281,Opened by  131,5/3/2016 09:47,Created by 62,5/3/2016 10:01,Updated by 908,24/3/2016 18:40,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 57,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 91,7/3/2016 11:17,24/3/2016 18:40
INC0002820,New,True,0,0,0,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 265,5/3/2016 10:54,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,New,True,0,0,2,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 265,5/3/2016 11:07,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,New,True,1,0,3,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 111,5/3/2016 11:13,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,New,True,1,0,4,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,7/3/2016 14:16,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Active,True,1,0,5,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,7/3/2016 14:17,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Awaiting User Info,True,1,0,6,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,7/3/2016 14:39,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Awaiting User Info,True,1,0,7,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,8/3/2016 11:15,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Awaiting User Info,True,1,0,8,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,8/3/2016 11:24,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Awaiting User Info,True,1,0,9,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,10/3/2016 14:18,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Awaiting User Info,True,1,0,11,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,15/3/2016 10:46,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Resolved,True,1,0,12,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 860,15/3/2016 10:47,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002820,Closed,False,1,0,13,True,Caller 3214,Opened by  131,5/3/2016 10:10,Created by 62,5/3/2016 10:54,Updated by 908,24/3/2016 18:59,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,15/3/2016 10:47,24/3/2016 18:59
INC0002823,Resolved,True,0,0,0,True,Caller 3452,Opened by  131,5/3/2016 11:08,?,?,Updated by 908,5/3/2016 11:08,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,10/3/2016 12:00
INC0002823,Closed,False,0,0,1,True,Caller 3452,Opened by  131,5/3/2016 11:08,?,?,Updated by 908,10/3/2016 12:00,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,10/3/2016 12:00
INC0002826,New,True,0,0,0,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 265,5/3/2016 11:35,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Active,True,0,0,1,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,7/3/2016 11:17,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Active,True,0,0,2,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,7/3/2016 11:19,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Awaiting User Info,True,0,0,3,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,7/3/2016 11:19,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Active,True,0,0,4,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,8/3/2016 14:45,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Active,True,0,0,5,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,8/3/2016 14:50,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Resolved,True,0,0,6,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 881,8/3/2016 14:51,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002826,Closed,False,0,0,7,True,Caller 4599,Opened by  131,5/3/2016 11:31,Created by 62,5/3/2016 11:35,Updated by 908,24/3/2016 18:40,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,?,3 - Low,3 - Low,4 - Low,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 153,8/3/2016 14:51,24/3/2016 18:40
INC0002830,Resolved,True,0,0,0,True,Caller 3999,Opened by  131,5/3/2016 12:01,?,?,Updated by 908,5/3/2016 12:01,Phone,Location 143,Category 43,Subcategory 105,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,10/3/2016 13:00
INC0002830,Closed,False,0,0,1,True,Caller 3999,Opened by  131,5/3/2016 12:01,?,?,Updated by 908,10/3/2016 13:00,Phone,Location 143,Category 43,Subcategory 105,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,10/3/2016 13:00
INC0002877,Active,True,0,0,0,True,Caller 1531,Opened by  20,5/3/2016 21:34,Created by 12,5/3/2016 21:50,Updated by 53,5/3/2016 21:50,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,?,3 - Low,3 - Low,4 - Low,Group 58,Resolver 76,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 69,7/3/2016 07:39,24/3/2016 18:40
INC0002877,Resolved,True,0,0,1,True,Caller 1531,Opened by  20,5/3/2016 21:34,Created by 12,5/3/2016 21:50,Updated by 310,7/3/2016 07:39,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,?,3 - Low,3 - Low,4 - Low,Group 58,Resolver 76,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 69,7/3/2016 07:39,24/3/2016 18:40
INC0002877,Closed,False,0,0,2,True,Caller 1531,Opened by  20,5/3/2016 21:34,Created by 12,5/3/2016 21:50,Updated by 908,24/3/2016 18:40,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,?,3 - Low,3 - Low,4 - Low,Group 58,Resolver 76,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 69,7/3/2016 07:39,24/3/2016 18:40
INC0002885,Active,True,2,0,13,True,Caller 2089,Opened by  8,6/3/2016 00:25,Created by 6,6/3/2016 00:39,Updated by 750,8/3/2016 11:21,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,?,2 - Medium,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,9/3/2016 09:42,24/3/2016 18:40
INC0002885,Active,True,3,0,14,True,Caller 2089,Opened by  8,6/3/2016 00:25,Created by 6,6/3/2016 00:39,Updated by 131,8/3/2016 18:22,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,?,2 - Medium,3 - Low,4 - Low,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,9/3/2016 09:42,24/3/2016 18:40
INC0002885,Awaiting User Info,True,3,0,15,True,Caller 2089,Opened by  8,6/3/2016 00:25,Created by 6,6/3/2016 00:39,Updated by 467,8/3/2016 18:29,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,?,2 - Medium,3 - Low,4 - Low,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,9/3/2016 09:42,24/3/2016 18:40
INC0002885,Resolved,True,3,0,16,True,Caller 2089,Opened by  8,6/3/2016 00:25,Created by 6,6/3/2016 00:39,Updated by 915,9/3/2016 09:42,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,?,2 - Medium,3 - Low,4 - Low,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,9/3/2016 09:42,24/3/2016 18:40
INC0002885,Closed,False,3,0,17,True,Caller 2089,Opened by  8,6/3/2016 00:25,Created by 6,6/3/2016 00:39,Updated by 908,24/3/2016 18:40,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,?,2 - Medium,3 - Low,4 - Low,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,9/3/2016 09:42,24/3/2016 18:40
INC0003044,New,True,0,0,0,True,Caller 338,Opened by  131,7/3/2016 08:00,?,?,Updated by 908,7/3/2016 08:00,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:07,24/3/2016 18:40
INC0003044,Resolved,True,0,0,1,True,Caller 338,Opened by  131,7/3/2016 08:00,?,?,Updated by 265,7/3/2016 08:07,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:07,24/3/2016 18:40
INC0003044,Closed,False,0,0,2,True,Caller 338,Opened by  131,7/3/2016 08:00,?,?,Updated by 908,24/3/2016 18:40,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:07,24/3/2016 18:40
INC0003048,New,True,0,0,0,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 908,7/3/2016 08:07,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,New,True,1,0,1,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 578,7/3/2016 22:50,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,New,True,1,0,4,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 5,14/3/2016 08:32,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Active,True,1,0,8,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 44,18/3/2016 12:54,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Active,True,1,0,13,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 875,1/4/2016 11:23,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Awaiting User Info,True,1,0,14,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 875,1/4/2016 11:26,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,Resolver 230,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Awaiting User Info,True,1,0,19,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 875,3/5/2016 10:51,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,Resolver 230,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Resolved,True,1,0,20,True,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 875,3/5/2016 10:51,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,Resolver 230,True,True,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003048,Closed,False,1,0,21,False,Caller 338,Opened by  131,7/3/2016 08:07,?,?,Updated by 908,8/5/2016 11:07,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,?,3 - Low,3 - Low,4 - Low,Group 75,Resolver 230,True,True,Do Not Notify,?,?,?,?,code 16,Resolved by 209,3/5/2016 10:51,8/5/2016 11:07
INC0003052,New,True,0,0,0,True,Caller 1517,Opened by  131,7/3/2016 08:13,?,?,Updated by 908,7/3/2016 08:13,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:19,24/3/2016 18:40
INC0003052,Resolved,True,0,0,1,True,Caller 1517,Opened by  131,7/3/2016 08:13,?,?,Updated by 265,7/3/2016 08:19,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:19,24/3/2016 18:40
INC0003052,Closed,False,0,0,2,True,Caller 1517,Opened by  131,7/3/2016 08:13,?,?,Updated by 908,24/3/2016 18:40,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,?,3 - Low,3 - Low,4 - Low,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,7/3/2016 08:19,24/3/2016 18:40
